approveDate,commentBody,commentID,commentSequence,commentTitle,commentType,createDate,depth,editorsSelection,parentID,parentUserDisplayName,permID,picURL,recommendations,recommendedFlag,replyCount,reportAbuseFlag,sharing,status,timespeople,trusted,updateDate,userDisplayName,userID,userLocation,userTitle,userURL,inReplyTo,articleID,sectionName,newDesk,articleWordCount,printPage,typeOfMaterial
1491064399,you can fool some of the people all of the time brbrtherein lies djts political base day by day that base that pool continues to shrink in number  its just another way of draining the swamp keep working on that pool djt  keep working on that pool you can eliminate that swamp trust me  im an expired notarybrbrnobody does it better than you youre the greatest djt just keep on keeping on youve got your stuff working,22005135.0,22005135,<br/>,comment,1491061867.0,1,False,0.0,nan,22005135,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/5574/7814/cropped-55747814.jpg?0.48171199136413634,96.0,nan,0.0,nan,1,approved,1.0,0.0,1491064399,agent 86,55747814,oxford mississippi,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491064392,the dreaded trump curseyou mean theres only one,22004841.0,22004841,<br/>,comment,1491060736.0,1,False,0.0,nan,22004841,https://graphics8.nytimes.com/images/apps/timespeople/none.png,61.0,nan,0.0,nan,0,approved,1.0,0.0,1491064392,n smith,64679318,new york city,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491064381,no one is stopping sean spicer or any of the others from quitting if they are so horrified by trumps policies and practices,22005149.0,22005149,<br/>,comment,1491061913.0,1,False,0.0,nan,22005149,https://graphics8.nytimes.com/images/apps/timespeople/none.png,154.0,nan,0.0,nan,0,approved,1.0,0.0,1491064381,cordelia28,8542342,astoria or,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491064377,oh my god poor sean spicer you wouldnt wish this on anyonebrexcept sean in fact they all deserve it,22004746.0,22004746,<br/>,comment,1491060401.0,1,False,0.0,nan,22004746,http://graphics8.nytimes.com/images/apps/timespeople/none.png,178.0,nan,0.0,nan,0,approved,1.0,0.0,1491064377,c morris,29602765,idaho,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491064358,oh my god poor sean spicer you wouldnt wish this on anyonebrbryes yes you would,22005218.0,22005218,<br/>,comment,1491062203.0,1,False,0.0,nan,22005218,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/1577/3758/cropped-15773758.jpg,134.0,nan,0.0,nan,1,approved,1.0,0.0,1491064358,michael,15773758,richmond va,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491064351,cant we just get sean spicer ms conway and all of trumps other regular tv defendershugh hewitt et albefore tv cameras for a daily 15 minute segment in which they all spout their deflections and misdirections without interruption why let reporters questions slow the flow of misinformation just let the deflectors spout it all out in a burst then we would not have to be plagued by their inanities throughout the daybrbrfifteen minutes should be plenty of time for fox news to get all the sound bites they need for any given daybrbrfifteen minutes should also be plenty of time for those who wish to be misinformed to receive all the disinformation they could possibly want,22005228.0,22005228,<br/>,comment,1491062243.0,1,False,0.0,nan,22005228,https://graphics8.nytimes.com/images/apps/timespeople/none.png,91.0,nan,0.0,nan,0,approved,1.0,0.0,1491064351,andrew g bjelland sr,58063917,salt lake city utah,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491064317,i keep waiting for spicer to show at his podium wearing a beanie with a propeller on top  i have to believe when he closes his eyes trying to sleep the inside of his brain is going like a pin ball machinebrit would all be great material for a never to believed spoof on washington if we werent watching our nation circling the porcelain conveniencebrcuriouser and curiouser,22004632.0,22004632,<br/>,comment,1491059984.0,1,False,0.0,nan,22004632,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/4212/8569/cropped-42128569.jpg?1173591530237930251,134.0,nan,0.0,nan,0,approved,1.0,0.0,1491064317,bob laughlin,42128569,denver,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491064312,bravo gail bradd to your list of the pariahlike effect dt poses to  famous people  musicians stars artists athletes team owners none of whom apparently want an invite to anything associated with this wh one exception  bob kraft he was apparently needed at mara lago when the nuclear football was being tossed around in the wake of the call from no korea ,22004617.0,22004617,<br/>,comment,1491059913.0,1,False,0.0,nan,22004617,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/6470/2728/cropped-64702728.jpg?0.9800722880447814,33.0,nan,0.0,nan,0,approved,1.0,0.0,1491064312,r mackinnon,64702728,concord ma,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491063880,what about poor kellyanne ,22004589.0,22004589,<br/>,comment,1491059795.0,1,False,0.0,nan,22004589,https://graphics8.nytimes.com/images/apps/timespeople/none.png,57.0,nan,0.0,nan,0,approved,1.0,0.0,1491063880,ken,6407662,the woodlands texas,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491063877,oh yeah gail we do wish this on everyone of these a holes  they deserve what they are getting as does don the con who hopefully is going to get ousted to siberia where he can ride off bareback with putin into the sunset on the back of a white horse,22004546.0,22004546,<br/>,comment,1491059587.0,1,False,0.0,nan,22004546,https://graphics8.nytimes.com/images/apps/timespeople/none.png,128.0,nan,0.0,nan,0,approved,1.0,0.0,1491063877,trueblue,22178100,ky,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491062756,gail collins funny columns alone are worth the price of a nyt subscription she gives me a good laugh every time i read her something i greatly appreciate during these anxious times many thanks to her,22004815.0,22004815,<br/>,comment,1491060630.0,1,False,0.0,nan,22004815,https://graphics8.nytimes.com/images/apps/timespeople/none.png,168.0,nan,0.0,nan,0,approved,1.0,0.0,1491062756,rlmullaney,61116551,memphis tn,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491062756,just as in every conflict before those who supported trump or invested with him lost their shirts while trump made another billion or sobras for mr spicer he is almost as funny as the kellyann character they are both highly creative in their ability to twist an originally truthful statement that is negative about trump into a laughable lie i say laughable but it is truly sick both come out appearing to not know the truth if they tripped over it ,22004629.0,22004629,<br/>,comment,1491059970.0,1,False,0.0,nan,22004629,https://graphics8.nytimes.com/images/apps/timespeople/none.png,111.0,nan,0.0,nan,0,approved,1.0,1.0,1491062756,jw,45764709,palo alto ca,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491062738,could it be that the reason russian representatives are talking about a new cold war much worse is to distract us from trumps worship of putinbrbrafter all they have great respect for the truth using it very sparingly,22005189.0,22005189,<br/>,comment,1491062069.0,1,False,0.0,nan,22005189,https://graphics8.nytimes.com/images/apps/timespeople/none.png,44.0,nan,0.0,nan,0,approved,1.0,0.0,1491062738,bruce maier,75684432,shoreham by,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491062738,who cares about his immediate family or how he pillages the reputations of friends and associates alike they signed on and will face the consequences we must resist their incursion at every turn for we the people of the this nation are its greatest asset and trump and company represent a threat to our futures and the futures of our families and friends,22005185.0,22005185,<br/>,comment,1491062057.0,1,False,0.0,nan,22005185,https://graphics8.nytimes.com/images/apps/timespeople/none.png,75.0,nan,0.0,nan,0,approved,1.0,0.0,1491062738,nc,37475757,evergreen,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491062737,as usual very insightful ms collins  to a person everyone on your list are hypocrites latching onto trumps coattails to further their own narrow agendasbrbri dont think i have detested a group of people more in my lifetime,22004932.0,22004932,<br/>,comment,1491061062.0,1,False,0.0,nan,22004932,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/7711/3804/cropped-77113804.jpg,137.0,nan,0.0,nan,0,approved,1.0,0.0,1491062737,len,77113804,pennsylvania,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491062737,there is a word for these people collaborators,22004805.0,22004805,<br/>,comment,1491060603.0,1,False,0.0,nan,22004805,https://graphics8.nytimes.com/images/apps/timespeople/none.png,151.0,nan,0.0,nan,0,approved,1.0,0.0,1491062737,susan,76785549,massachusetts,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491062737,my husband is reading hr mcmasters dereliction of  of duty  how can mcmaster stay on as national security advisor when the staffers he tried to fire leaked intelligence information to congressman nunez in the middle of the nightbrbrhe must be thinking about resignation to save his reputation,22004566.0,22004566,<br/>,comment,1491059696.0,1,False,0.0,nan,22004566,https://graphics8.nytimes.com/images/apps/timespeople/none.png,60.0,nan,0.0,nan,0,approved,1.0,0.0,1491062737,christine knowles,8240236,hood river oregon,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491062737,but when oh when will trump be victim to his own curse impatiently waitingbri will only be happy when he is dragged out in handcuffs but is total amorality illegal,22004431.0,22004431,<br/>,comment,1491059160.0,1,False,0.0,nan,22004431,https://graphics8.nytimes.com/images/apps/timespeople/none.png,104.0,nan,0.0,nan,0,approved,1.0,0.0,1491062737,lk,60787329,virginia,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491062737,hal9000  totally agree but what about germany britain the rest of the democratic world,22004413.0,22004413,<br/>,comment,1491059067.0,1,False,0.0,nan,22004413,https://graphics8.nytimes.com/images/apps/timespeople/none.png,15.0,nan,0.0,nan,0,approved,1.0,0.0,1491062737,robert court,65476898,brigantine nj,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491062689,this will be written about and remembered for centuriesbrthe tweet that sank a thousand shipsbror brthe night of the long spoonsbrbrhe that would sup with the devil brshould carry a long spoon brgene kellybrinherit the wind,22004294.0,22004294,nan,comment,1491058508.0,1,False,0.0,nan,22004294,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/6207/7221/cropped-62077221.jpg?0.2113661104813218,28.0,nan,0.0,nan,0,approved,1.0,0.0,1491062689,fvrivs rvfvs,62077221,worcester ma,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491062689,once again gail collins demonstrates that shes the woman and that there is no need for maureen dowds tryingtoohard toolittletoolate comeback efforts in the new york times,22004120.0,22004120,<br/>,comment,1491057706.0,1,False,0.0,nan,22004120,https://graphics8.nytimes.com/images/apps/timespeople/none.png,107.0,nan,0.0,nan,0,approved,1.0,0.0,1491062689,jerry farnsworth,56505895,camden ny,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491062689,trump didnt push ryan over the edge he might have given ryan the courage to let everyone know even more clearly who he is,22003971.0,22003971,<br/>,comment,1491057026.0,1,False,0.0,nan,22003971,https://graphics8.nytimes.com/images/apps/timespeople/none.png,43.0,nan,0.0,nan,1,approved,1.0,0.0,1491062689,gary,20862495,upper west side,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491062689,and now the dreaded trump cursebrbryou somehow failed to cite hillary clinton as an example gailbrbrwho has suffered more from an association with president trump as his 2016 presidential election opponent than poor hillary didbrbra glaring omission no,22003961.0,22003961,<br/>,comment,1491056977.0,1,False,0.0,nan,22003961,https://graphics8.nytimes.com/images/apps/timespeople/none.png,34.0,nan,0.0,nan,0,approved,1.0,0.0,1491062689,raconteur,69462630,oklahoma city usa,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491062689,a year ago you couldnt have made this up the dark side of the force has taken over,22003879.0,22003879,<br/>,comment,1491056593.0,1,False,0.0,nan,22003879,https://graphics8.nytimes.com/images/apps/timespeople/none.png,49.0,nan,0.0,nan,0,approved,1.0,0.0,1491062689,steve hunter,44499492,seattle,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491062689,bob from wv is spot on when you are convinced of your reality and not open to other perspectives then no information can be presented that can change your mind i challenge all progressive to find a way to talk through the fog,22003802.0,22003802,<br/>,comment,1491056147.0,1,False,0.0,nan,22003802,https://graphics8.nytimes.com/images/apps/timespeople/none.png,18.0,nan,0.0,nan,0,approved,1.0,0.0,1491062689,rich pein,75907283,la crosse wi,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491062689,and with all the chaos incompetence and oh yeah possible treason the work of government on behalf of the people ceases  good grief,22003779.0,22003779,<br/>,comment,1491055998.0,1,False,0.0,nan,22003779,https://graphics8.nytimes.com/images/apps/timespeople/none.png,42.0,nan,0.0,nan,1,approved,1.0,0.0,1491062689,leslie williams,18673009,burlington vt,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491062688,the narcissist devours people consumes their output and casts the empty writhing shells asidesam vaknin  ,22003767.0,22003767,<br/>,comment,1491055911.0,1,False,0.0,nan,22003767,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/6674/6113/cropped-66746113.jpg,60.0,nan,0.0,nan,0,approved,1.0,0.0,1491062688,bkw,66746113,usa,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491062688,dont forget mitt romney  first he gained respect by stepping out front of the anyone but trump movement  then he groveled for the secretary of state position  anyone with a lick of sense could see that trump was just toying with him,22003756.0,22003756,<br/>,comment,1491055875.0,1,False,0.0,nan,22003756,https://graphics8.nytimes.com/images/apps/timespeople/none.png,89.0,nan,0.0,nan,1,approved,1.0,0.0,1491062688,tm,52587552,los angeles,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491062688,this is the trump effect  trump just has to say i respect andrew jackson to make you excited about seeing harriet tubman on your twenty dollar bills  think about it people are actually sending homebaked cookies to employees of the epa  who else could do that for the epa,22003729.0,22003729,<br/>,comment,1491055702.0,1,False,0.0,nan,22003729,https://graphics8.nytimes.com/images/apps/timespeople/none.png,23.0,nan,0.0,nan,0,approved,1.0,0.0,1491062688,phil,69843538,las vegas,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491062688,devin nunesi think i have finally figured out the plot behind that story  dt hugely annoyed at the failure of his obama spy tweet to take root decides with bannons help no doubt to seed carefully selected documents by having low level staff pass them along to nunes secretly on the whitehouse lawn in the middle of the night  personally id have chosen a parking garage but i guess i understand the plot was hatched by trump and bannon after all  then nunes loyal leader of the house intelligence committee dutifully reports the documents back to dt  am i making sense so far  nunes then blathers away as dt must have hoped about these secret documents proving dts case against obama picked up and scattered to the winds by fox news no mystery there  so nunes ends up as gail reports forever known as that guy sneaking around the whitehouse lawn in the middle of the night  come to think of it that is better than a parking garage  got to hand it to dtbannongood story tellers           ,22003704.0,22003704,<br/>,comment,1491055526.0,1,False,0.0,nan,22003704,https://graphics8.nytimes.com/images/apps/timespeople/none.png,38.0,nan,0.0,nan,0,approved,1.0,0.0,1491062688,richard miner,68408995,nj,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491061976,add my aunt tessie and her friend ceil who lives just down the street in a very lower class area of floridas palm beach county to the dreaded trump curse their mealsonwheels delivery are always late because of the horrific traffic jams caused by that guy in dc and his large contingent coming down to play golf ceil and auntie want him to  stay up north do his job there or twittle his short thumbs whatever but dont come down here so much aint gonna happen,22003900.0,22003900,<br/>,comment,1491056659.0,1,False,0.0,nan,22003900,https://graphics8.nytimes.com/images/apps/timespeople/none.png,79.0,nan,0.0,nan,1,approved,1.0,0.0,1491061976,michael,26169391,sarasota,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491061934,ship of fools and someone forgot to put the plug in can we all hope they will all be gone soon drowned before we get sucked into their vortex ,22005028.0,22005028,<br/>,comment,1491061444.0,1,False,0.0,nan,22005028,https://graphics8.nytimes.com/images/apps/timespeople/none.png,37.0,nan,0.0,nan,0,approved,1.0,0.0,1491061934,heysus,36240346,mount vernon wa,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491061934,hold their feet to the fire and dont let up media citizens congress men and women feet to the fire,22004806.0,22004806,<br/>,comment,1491060614.0,1,False,0.0,nan,22004806,https://graphics8.nytimes.com/images/apps/timespeople/none.png,89.0,nan,0.0,nan,0,approved,1.0,0.0,1491061934,marti garrison,71638607,arizona,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491061934,what reputation  they probably do not give a hoot about things like ethics fair play etc they may not have any children as their stand the environment proves and they do not want to be role models for their kids if any either alibaba and his forty thieves carry on with the ignorami who elected trump ,22004705.0,22004705,<br/>,comment,1491060264.0,1,False,0.0,nan,22004705,https://graphics8.nytimes.com/images/apps/timespeople/none.png,21.0,nan,0.0,nan,0,approved,1.0,0.0,1491061934,hrao,75154315,ny,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491061934,melania trump  obituary will read she was the third wife of the most incompetent president in the history of the united states,22004581.0,22004581,<br/>,comment,1491059751.0,1,False,0.0,nan,22004581,https://graphics8.nytimes.com/images/apps/timespeople/none.png,72.0,nan,0.0,nan,0,approved,1.0,0.0,1491061934,treabeton,21611172,new hartford ny,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491061934,this is exactly what russia and putin wanted a chaotic mess that has no leadership trump willfully tries to enact policy that does more damage than good they probably didnt think it would be this easy,22004543.0,22004543,<br/>,comment,1491059578.0,1,False,0.0,nan,22004543,https://graphics8.nytimes.com/images/apps/timespeople/none.png,79.0,nan,0.0,nan,0,approved,1.0,0.0,1491061934,knucklehead,72691272,charleston sc,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491061934,to all fairness  russia didnt try too hard to help trump was suprisingly easy few stratigic leaks and the enemy is down maybe  russian diplomats miss all this free food but russia got free publicity as a country that defeated famous american democracy kind of david vs golaih priceless,22004448.0,22004448,<br/>,comment,1491059220.0,1,False,0.0,nan,22004448,https://graphics8.nytimes.com/images/apps/timespeople/none.png,20.0,nan,0.0,nan,0,approved,1.0,0.0,1491061934,yulia,7152840,mo,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491061933,america your time at the top of the heap is fastending the falsepretense of the founding documents now revealed as a domestic fairy tale in a world of perpetual war and domestic falsecarding it is no wonder the lunatics have taken over the asylum and the late orson welles speaks from the grave  i told you so,22004343.0,22004343,<br/>,comment,1491058727.0,1,False,0.0,nan,22004343,https://graphics8.nytimes.com/images/apps/timespeople/none.png,15.0,nan,0.0,nan,0,approved,1.0,0.0,1491061933,edgar numrich,59896921,portland or,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491061933,gailbrit strikes me as kind of familiar that while all our american friends and family are distracted by the machinations of what was going on before the election of the gop executive legislature and court americas air water schools parks and forests were turned over to the people who would most prosper from their destructionbrwhat came to mind was the story we learned in school about the day the pickpockets made their biggest haulbrit seems to me as the crowds are distracted by the spectacle of hanging pickpockets the best pickpockets are wandering through the crowd making out like bandits,22004264.0,22004264,<br/>,comment,1491058388.0,1,False,0.0,nan,22004264,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/6294/5206/cropped-62945206.jpg?11793331961204915387,39.0,nan,0.0,nan,0,approved,1.0,0.0,1491061933,montreal moe,62945206,westpark  quebec,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491061933,trump having insisted that nobody knows the system better than me which is why i alone can fix it urged everyone to tune in and see judge jeanine refute him no one expected a businessman to completely understand the nuances the complicated ins and outs of washington and its legislative process,22004168.0,22004168,<br/>,comment,1491057921.0,1,False,0.0,nan,22004168,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/7631/4197/cropped-76314197.jpg,29.0,nan,0.0,nan,0,approved,1.0,0.0,1491061933,chanzo,76314197,uk,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491061933,the characters named in your article were sleezes before trump its just that trump is a combination of bluster and showman and now national prominence hence the unrelenting bright spotlight is on him and all others close to himbrbrthe curses plural please of trump should be recognized as the old poor and sick of our country he would damn them all that is if he doesnt implode first,22004089.0,22004089,<br/>,comment,1491057583.0,1,False,0.0,nan,22004089,https://graphics8.nytimes.com/images/apps/timespeople/none.png,24.0,nan,0.0,nan,0,approved,1.0,0.0,1491061933,citizen vox,60715264,san francisco,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491061933,socalled gop conservatives aka friends of dt are the gift that keeps on giving they used to be known as the party of ideas they still are but nowadays most of their ideas are halfbaked after having been fermented for years with nihilism the result is the 45th president of the united statesbrbri rather be called liberal bleeding heart tax amp spend treehugger big government gun confiscating illegal immigration godless lover rather than conservative law and order family values america first muslin hating small government antiabortion immigration nativist christian hypocrite brbrand remember to pray for corporations they are people too,22003885.0,22003885,<br/>,comment,1491056609.0,1,False,0.0,nan,22003885,https://graphics8.nytimes.com/images/apps/timespeople/none.png,45.0,nan,0.0,nan,0,approved,1.0,0.0,1491061933,fgpalacio,66491131,bostonia,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491061933,and todays latest victim to fall to the dreaded trump curse deputy chief of staff katie walsh the first of the tiny cadre of women in the trump whatever its called administration any semblance of that has yet to be seen brbrbut at least we were spared the customary to spend more time with my family rationale this time it has something to do with heading up some kind of trump booster club or something ,22003818.0,22003818,<br/>,comment,1491056235.0,1,False,0.0,nan,22003818,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/4030/7481/cropped-40307481.jpg,11.0,nan,0.0,nan,1,approved,1.0,0.0,1491061933,cpmariner,40307481,florida,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491061933,thanks gail if only those cursed recognize that they are cursed and use their dwindling reputations to impeach mr trump and help us be rid of the wealth of corruption that defines the current administration,22003799.0,22003799,nan,comment,1491056125.0,1,False,0.0,nan,22003799,https://graphics8.nytimes.com/images/apps/timespeople/none.png,6.0,nan,0.0,nan,0,approved,1.0,0.0,1491061933,rae,60655202,new york new york,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491061933,im  a mildmannered person but the only fitting appellation for all the people you mentioned gail and those you did not like the trump family is that they are all dyedinthewool hucksters all of them are working an angle and the peace prosperity and well being of the united states does not enter into their selfserving calculations,22003739.0,22003739,nan,comment,1491055780.0,1,False,0.0,nan,22003739,https://graphics8.nytimes.com/images/apps/timespeople/none.png,50.0,nan,0.0,nan,1,approved,1.0,0.0,1491061933,dylan111,15449484,new haven,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
1491061933,start stocking up on champagne the day trump is removed from office there wont be enough to go around,22003717.0,22003717,<br/>,comment,1491055595.0,1,False,0.0,nan,22003717,https://graphics8.nytimes.com/images/apps/timespeople/none.png,34.0,nan,0.0,nan,0,approved,1.0,0.0,1491061933,mark stevens,71769592,ny,nan,nan,0,58def3237c459f24986d7c84,unknown,oped,823.0,23,oped
